g_id,home_team,away_team,home_final_score,away_final_score,date
201900001,oak,ana,4,0,3/28/2019
201900002,lan,ari,12,5,3/28/2019
201900003,phi,atl,10,4,3/28/2019
201900004,nya,bal,7,2,3/28/2019
201900005,sea,bos,12,4,3/28/2019
201900006,kca,cha,5,3,3/28/2019
201900007,tex,chn,4,12,3/28/2019
201900008,min,cle,2,0,3/28/2019
201900009,mia,col,3,6,3/28/2019
201900010,tor,det,0,2,3/28/2019
201900011,tba,hou,1,5,3/28/2019
201900012,was,nyn,0,2,3/28/2019
201900013,cin,pit,5,3,3/28/2019
201900014,sdn,sfn,2,0,3/28/2019
201900015,mil,sln,5,4,3/28/2019
201900016,oak,ana,2,6,3/29/2019
201900017,lan,ari,4,5,3/29/2019
201900018,sea,bos,6,7,3/29/2019
201900019,mia,col,1,6,3/29/2019
201900020,tor,det,6,0,3/29/2019
201900021,tba,hou,4,2,3/29/2019
201900022,sdn,sfn,4,1,3/29/2019
201900023,mil,sln,5,9,3/29/2019
201900024,oak,ana,4,2,3/30/2019
201900025,lan,ari,18,5,3/30/2019
201900026,phi,atl,8,6,3/30/2019
201900027,nya,bal,3,5,3/30/2019
201900028,sea,bos,6,5,3/30/2019
201900029,kca,cha,8,6,3/30/2019
201900030,tex,chn,8,6,3/30/2019
201900031,min,cle,1,2,3/30/2019
201900032,mia,col,7,3,3/30/2019
201900033,tor,det,3,0,3/30/2019
201900034,tba,hou,3,1,3/30/2019
201900035,was,nyn,8,11,3/30/2019
201900036,sdn,sfn,2,3,3/30/2019
201900037,mil,sln,4,2,3/30/2019
201900038,oak,ana,2,1,3/31/2019
201900039,lan,ari,8,7,3/31/2019
201900040,phi,atl,5,1,3/31/2019
201900041,nya,bal,5,7,3/31/2019
201900042,sea,bos,10,8,3/31/2019
201900043,kca,cha,3,6,3/31/2019
201900044,tex,chn,11,10,3/31/2019
201900045,min,cle,9,3,3/31/2019
201900046,mia,col,3,0,3/31/2019
201900047,tor,det,3,4,3/31/2019
201900048,tba,hou,3,1,3/31/2019
201900049,was,nyn,6,5,3/31/2019
201900050,cin,pit,0,5,3/31/2019
201900051,sdn,sfn,3,1,3/31/2019
201900052,mil,sln,5,4,3/31/2019
201900053,sea,ana,6,3,4/1/2019
201900054,sdn,ari,3,10,4/1/2019
201900055,tor,bal,5,6,4/1/2019
201900056,oak,bos,7,0,4/1/2019
201900057,cle,cha,5,3,4/1/2019
201900058,atl,chn,8,0,4/1/2019
201900059,tba,col,7,1,4/1/2019
201900060,nya,det,3,1,4/1/2019
201900061,tex,hou,1,2,4/1/2019
201900062,cin,mil,3,4,4/1/2019
201900063,mia,nyn,3,7,4/1/2019
201900064,lan,sfn,2,4,4/1/2019
201900065,pit,sln,5,6,4/1/2019
201900066,sea,ana,2,1,4/2/2019
201900067,sdn,ari,5,8,4/2/2019
201900068,tor,bal,1,2,4/2/2019
201900069,oak,bos,1,0,4/2/2019
201900070,tba,col,4,0,4/2/2019
201900071,nya,det,1,3,4/2/2019
201900072,tex,hou,6,4,4/2/2019
201900073,cin,mil,3,4,4/2/2019
201900074,kca,min,4,5,4/2/2019
201900075,mia,nyn,5,6,4/2/2019
201900076,was,phi,2,8,4/2/2019
201900077,lan,sfn,6,5,4/2/2019
201900078,sdn,ari,4,1,4/3/2019
201900079,tor,bal,5,3,4/3/2019
201900080,oak,bos,3,6,4/3/2019
201900081,cle,cha,3,8,4/3/2019
201900082,atl,chn,6,4,4/3/2019
201900083,tba,col,0,1,4/3/2019
201900084,nya,det,1,2,4/3/2019
201900085,tex,hou,4,0,4/3/2019
201900086,cin,mil,0,1,4/3/2019
201900087,kca,min,6,7,4/3/2019
201900088,mia,nyn,4,6,4/3/2019
201900089,was,phi,9,8,4/3/2019
201900090,lan,sfn,5,3,4/3/2019
201900091,pit,sln,4,5,4/3/2019
201900092,oak,bos,7,3,4/4/2019
201900093,atl,chn,9,4,4/4/2019
201900094,pit,cin,2,0,4/4/2019
201900095,det,kca,5,4,4/4/2019
201900096,bal,nya,4,8,4/4/2019
201900097,ana,tex,4,11,4/4/2019
201900098,cle,tor,4,1,4/4/2019
201900099,nyn,was,0,4,4/4/2019
201900100,ari,bos,15,8,4/5/2019
201900101,mil,chn,13,10,4/5/2019
201900102,pit,cin,2,0,4/5/2019
201900103,col,lan,6,10,4/5/2019
201900104,atl,mia,4,0,4/5/2019
201900105,phi,min,10,4,4/5/2019
201900106,hou,oak,3,2,4/5/2019
201900107,sln,sdn,3,5,4/5/2019
201900108,cha,sea,10,8,4/5/2019
201900109,sfn,tba,2,5,4/5/2019
201900110,ana,tex,3,1,4/5/2019
201900111,cle,tor,3,2,4/5/2019
201900112,ari,bos,5,4,4/6/2019
201900113,mil,chn,8,14,4/6/2019
201900114,pit,cin,6,5,4/6/2019
201900115,det,kca,7,4,4/6/2019
201900116,col,lan,2,7,4/6/2019
201900117,atl,mia,2,4,4/6/2019
201900118,phi,min,2,6,4/6/2019
201900119,bal,nya,4,6,4/6/2019
201900120,hou,oak,6,0,4/6/2019
201900121,sln,sdn,4,6,4/6/2019
201900122,cha,sea,2,9,4/6/2019
201900123,sfn,tba,6,4,4/6/2019
201900124,ana,tex,5,1,4/6/2019
201900125,cle,tor,7,2,4/6/2019
201900126,nyn,was,6,5,4/6/2019
201900127,ari,bos,0,1,4/7/2019
201900128,mil,chn,4,2,4/7/2019
201900129,pit,cin,7,5,4/7/2019
201900130,det,kca,3,1,4/7/2019
201900131,col,lan,6,12,4/7/2019
201900132,atl,mia,4,3,4/7/2019
201900133,phi,min,2,1,4/7/2019
201900134,bal,nya,3,15,4/7/2019
201900135,hou,oak,9,8,4/7/2019
201900136,sln,sdn,4,1,4/7/2019
201900137,cha,sea,5,12,4/7/2019
201900138,sfn,tba,0,3,4/7/2019
201900139,ana,tex,7,2,4/7/2019
201900140,cle,tor,3,1,4/7/2019
201900141,nyn,was,9,12,4/7/2019
201900142,col,atl,6,8,4/8/2019
201900143,sln,lan,4,3,4/8/2019
201900144,ana,mil,5,2,4/8/2019
201900145,hou,nya,4,3,4/8/2019
201900146,bal,oak,12,4,4/8/2019
201900147,chn,pit,10,0,4/8/2019
201900148,sfn,sdn,5,6,4/8/2019
201900149,kca,sea,5,13,4/8/2019
201900150,cha,tba,1,5,4/8/2019
201900151,phi,was,4,3,4/8/2019
201900152,col,atl,1,7,4/9/2019
201900153,det,cle,2,8,4/9/2019
201900154,sln,lan,4,0,4/9/2019
201900155,cin,mia,14,0,4/9/2019
201900156,ana,mil,11,8,4/9/2019
201900157,nyn,min,8,14,4/9/2019
201900158,hou,nya,6,3,4/9/2019
201900159,bal,oak,2,13,4/9/2019
201900160,sfn,sdn,7,2,4/9/2019
201900161,kca,sea,3,6,4/9/2019
201900162,cha,tba,5,10,4/9/2019
201900163,ari,tex,5,4,4/9/2019
201900164,bos,tor,5,7,4/9/2019
201900165,phi,was,6,10,4/9/2019
201900166,det,cle,4,1,4/10/2019
201900167,sln,lan,7,2,4/10/2019
201900168,cin,mia,2,1,4/10/2019
201900169,ana,mil,4,2,4/10/2019
201900170,nyn,min,9,6,4/10/2019
201900171,hou,nya,8,6,4/10/2019
201900172,bal,oak,3,10,4/10/2019
201900173,chn,pit,2,5,4/10/2019
201900174,sfn,sdn,1,3,4/10/2019
201900175,kca,sea,5,6,4/10/2019
201900176,cha,tba,1,9,4/10/2019
201900177,ari,tex,2,5,4/10/2019
201900178,phi,was,1,15,4/10/2019
201900179,det,cle,0,4,4/11/2019
201900180,sfn,col,1,0,4/11/2019
201900181,sln,lan,11,7,4/11/2019
201900182,cin,mia,5,0,4/11/2019
201900183,atl,nyn,3,6,4/11/2019
201900184,bal,oak,5,8,4/11/2019
201900185,chn,pit,2,0,4/11/2019
201900186,ari,sdn,6,7,4/11/2019
201900187,kca,sea,6,7,4/11/2019
201900188,bos,tor,7,6,4/11/2019
201900189,chn,ana,5,1,4/12/2019
201900190,bos,bal,6,4,4/12/2019
201900191,nya,cha,6,9,4/12/2019
201900192,kca,cle,8,1,4/12/2019
201900193,sfn,col,3,2,4/12/2019
201900194,sea,hou,6,10,4/12/2019
201900195,lan,mil,5,8,4/12/2019
201900196,atl,nyn,2,6,4/12/2019
201900197,tex,oak,6,8,4/12/2019
201900198,mia,phi,1,9,4/12/2019
201900199,was,pit,3,6,4/12/2019
201900200,ari,sdn,1,2,4/12/2019
201900201,tor,tba,7,11,4/12/2019
201900202,chn,ana,5,6,4/13/2019
201900203,bos,bal,5,9,4/13/2019
201900204,nya,cha,4,0,4/13/2019
201900205,kca,cle,3,0,4/13/2019
201900206,sfn,col,5,2,4/13/2019
201900207,min,det,4,3,4/13/2019
201900208,sea,hou,1,3,4/13/2019
201900209,lan,mil,1,4,4/13/2019
201900210,atl,nyn,11,7,4/13/2019
201900211,mia,phi,10,3,4/13/2019
201900212,was,pit,3,2,4/13/2019
201900213,ari,sdn,4,5,4/13/2019
201900214,cin,sln,5,2,4/13/2019
201900215,tor,tba,3,1,4/13/2019
201900216,bos,bal,4,0,4/14/2019
201900217,nya,cha,2,5,4/14/2019
201900218,kca,cle,9,8,4/14/2019
201900219,sfn,col,0,4,4/14/2019
201900220,min,det,6,4,4/14/2019
201900221,sea,hou,2,3,4/14/2019
201900222,lan,mil,7,1,4/14/2019
201900223,atl,nyn,7,3,4/14/2019
201900224,tex,oak,8,7,4/14/2019
201900225,mia,phi,1,3,4/14/2019
201900226,was,pit,3,4,4/14/2019
201900227,ari,sdn,8,4,4/14/2019
201900228,cin,sln,5,9,4/14/2019
201900229,tor,tba,4,8,4/14/2019
201900230,tex,ana,12,7,4/15/2019
201900231,bos,bal,1,8,4/15/2019
201900232,mia,chn,2,7,4/15/2019
201900233,lan,cin,4,3,4/15/2019
201900234,sea,cle,4,6,4/15/2019
201900235,sdn,col,2,5,4/15/2019
201900236,cha,kca,5,4,4/15/2019
201900237,phi,nyn,6,7,4/15/2019
201900238,mil,sln,10,7,4/15/2019
201900239,min,tor,3,5,4/15/2019
201900240,tex,ana,5,0,4/16/2019
201900241,atl,ari,6,9,4/16/2019
201900242,tba,bal,4,2,4/16/2019
201900243,nya,bos,8,0,4/16/2019
201900244,mia,chn,0,4,4/16/2019
201900245,lan,cin,6,1,4/16/2019
201900246,sea,cle,2,4,4/16/2019
201900247,sdn,col,2,8,4/16/2019
201900248,oak,hou,1,9,4/16/2019
201900249,cha,kca,5,1,4/16/2019
201900250,phi,nyn,14,3,4/16/2019
201900251,det,pit,3,5,4/16/2019
201900252,was,sfn,3,7,4/16/2019
201900253,mil,sln,8,4,4/16/2019
201900254,min,tor,5,6,4/16/2019
201900255,tex,ana,5,4,4/17/2019
201900256,atl,ari,2,3,4/17/2019
201900257,tba,bal,8,1,4/17/2019
201900258,nya,bos,5,3,4/17/2019
201900259,mia,chn,0,6,4/17/2019
201900260,lan,cin,3,2,4/17/2019
201900261,sea,cle,0,1,4/17/2019
201900262,oak,hou,2,1,4/17/2019
201900263,cha,kca,3,4,4/17/2019
201900264,phi,nyn,3,2,4/17/2019
201900265,det,pit,2,3,4/17/2019
201900266,was,sfn,9,6,4/17/2019
201900267,mil,sln,3,6,4/17/2019
201900268,min,tor,4,1,4/17/2019
201900269,atl,ari,1,4,4/18/2019
201900270,tba,bal,5,6,4/18/2019
201900271,det,cha,9,7,4/18/2019
201900272,sdn,cin,1,4,4/18/2019
201900273,nya,kca,1,6,4/18/2019
201900274,mil,lan,1,3,4/18/2019
201900275,col,phi,6,2,4/18/2019
201900276,ana,sea,10,11,4/18/2019
201900277,was,sfn,4,2,4/18/2019
201900278,min,tor,4,7,4/18/2019
201900279,chn,ari,5,1,4/19/2019
201900280,tba,bos,4,6,4/19/2019
201900281,det,cha,3,7,4/19/2019
201900282,sdn,cin,2,3,4/19/2019
201900283,tex,hou,2,7,4/19/2019
201900284,nya,kca,6,2,4/19/2019
201900285,mil,lan,3,5,4/19/2019
201900286,sln,nyn,4,5,4/19/2019
201900287,col,phi,4,3,4/19/2019
201900288,ana,sea,3,5,4/19/2019
201900289,pit,sfn,4,1,4/19/2019
201900290,oak,tor,1,5,4/19/2019
201900291,mia,was,3,2,4/19/2019
201900292,chn,ari,0,6,4/20/2019
201900293,cle,atl,8,4,4/20/2019
201900294,cle,atl,7,8,4/20/2019
201900295,tba,bos,5,6,4/20/2019
201900296,sdn,cin,2,4,4/20/2019
201900297,tex,hou,9,4,4/20/2019
201900298,nya,kca,9,2,4/20/2019
201900299,mil,lan,5,0,4/20/2019
201900300,bal,min,5,6,4/20/2019
201900301,bal,min,7,16,4/20/2019
201900302,sln,nyn,10,2,4/20/2019
201900303,col,phi,5,8,4/20/2019
201900304,ana,sea,5,6,4/20/2019
201900305,pit,sfn,3,1,4/20/2019
201900306,oak,tor,1,10,4/20/2019
201900307,mia,was,9,3,4/20/2019
201900308,chn,ari,2,1,4/21/2019
201900309,cle,atl,5,11,4/21/2019
201900310,tba,bos,3,4,4/21/2019
201900311,det,cha,4,3,4/21/2019
201900312,sdn,cin,4,3,4/21/2019
201900313,tex,hou,11,10,4/21/2019
201900314,nya,kca,7,6,4/21/2019
201900315,mil,lan,5,6,4/21/2019
201900316,bal,min,3,4,4/21/2019
201900317,sln,nyn,6,4,4/21/2019
201900318,col,phi,4,1,4/21/2019
201900319,ana,sea,8,6,4/21/2019
201900320,pit,sfn,2,3,4/21/2019
201900321,oak,tor,4,5,4/21/2019
201900322,mia,was,0,5,4/21/2019
201900323,pit,ari,4,12,4/22/2019
201900324,bal,cha,2,12,4/22/2019
201900325,tba,kca,6,3,4/22/2019
201900326,sln,mil,13,5,4/22/2019
201900327,hou,min,5,9,4/22/2019
201900328,ana,nya,3,4,4/22/2019
201900329,nyn,phi,5,1,4/22/2019
201900330,oak,tex,6,1,4/22/2019
201900331,col,was,7,5,4/22/2019
201900332,pit,ari,1,2,4/23/2019
201900333,cin,atl,7,6,4/23/2019
201900334,bal,cha,9,1,4/23/2019
201900335,bos,det,4,7,4/23/2019
201900336,bos,det,2,4,4/23/2019
201900337,tba,kca,5,2,4/23/2019
201900338,chn,lan,7,2,4/23/2019
201900339,cle,mia,1,3,4/23/2019
201900340,sln,mil,4,3,4/23/2019
201900341,hou,min,10,4,4/23/2019
201900342,ana,nya,5,7,4/23/2019
201900343,nyn,phi,9,0,4/23/2019
201900344,sdn,sea,6,3,4/23/2019
201900345,tor,sfn,6,7,4/23/2019
201900346,oak,tex,11,5,4/23/2019
201900347,col,was,3,6,4/23/2019
201900348,pit,ari,2,11,4/24/2019
201900349,cin,atl,1,3,4/24/2019
201900350,bal,cha,4,3,4/24/2019
201900351,bos,det,11,4,4/24/2019
201900352,tba,kca,2,10,4/24/2019
201900353,chn,lan,7,6,4/24/2019
201900354,cle,mia,6,2,4/24/2019
201900355,sln,mil,5,2,4/24/2019
201900356,hou,min,7,1,4/24/2019
201900357,ana,nya,5,6,4/24/2019
201900358,nyn,phi,0,6,4/24/2019
201900359,sdn,sea,1,0,4/24/2019
201900360,tor,sfn,0,4,4/24/2019
201900361,oak,tex,6,5,4/24/2019
201900362,col,was,9,5,4/24/2019
201900363,pit,ari,0,5,4/25/2019
201900364,cin,atl,4,2,4/25/2019
201900365,hou,cle,1,2,4/25/2019
201900366,bos,det,7,3,4/25/2019
201900367,chn,lan,1,2,4/25/2019
201900368,phi,mia,1,3,4/25/2019
201900369,ana,nya,11,5,4/25/2019
201900370,sea,tex,14,2,4/25/2019
201900371,kca,ana,1,5,4/26/2019
201900372,min,bal,6,1,4/26/2019
201900373,ari,chn,8,3,4/26/2019
201900374,sln,cin,1,12,4/26/2019
201900375,hou,cle,3,6,4/26/2019
201900376,atl,col,4,8,4/26/2019
201900377,cha,det,12,11,4/26/2019
201900378,phi,mia,4,0,4/26/2019
201900379,nyn,mil,2,10,4/26/2019
201900380,sfn,nya,3,7,4/26/2019
201900381,tor,oak,4,2,4/26/2019
201900382,lan,pit,6,2,4/26/2019
201900383,was,sdn,3,4,4/26/2019
201900384,sea,tex,5,4,4/26/2019
201900385,kca,ana,9,4,4/27/2019
201900386,min,bal,9,2,4/27/2019
201900387,ari,chn,1,9,4/27/2019
201900388,sln,cin,6,3,4/27/2019
201900389,hou,cle,4,3,4/27/2019
201900390,atl,col,5,9,4/27/2019
201900391,phi,mia,12,9,4/27/2019
201900392,nyn,mil,6,8,4/27/2019
201900393,sfn,nya,4,6,4/27/2019
201900394,tor,oak,7,1,4/27/2019
201900395,lan,pit,3,1,4/27/2019
201900396,was,sdn,3,8,4/27/2019
201900397,bos,tba,1,2,4/27/2019
201900398,sea,tex,1,15,4/27/2019
201900399,kca,ana,3,7,4/28/2019
201900400,min,bal,4,1,4/28/2019
201900401,ari,chn,5,6,4/28/2019
201900402,sln,cin,5,2,4/28/2019
201900403,hou,cle,4,1,4/28/2019
201900404,atl,col,8,7,4/28/2019
201900405,cha,det,4,1,4/28/2019
201900406,phi,mia,5,1,4/28/2019
201900407,nyn,mil,5,2,4/28/2019
201900408,sfn,nya,5,11,4/28/2019
201900409,tor,oak,5,4,4/28/2019
201900410,lan,pit,7,6,4/28/2019
201900411,was,sdn,7,6,4/28/2019
201900412,bos,tba,2,5,4/28/2019
201900413,sea,tex,1,14,4/28/2019
201900414,cha,bal,5,3,4/29/2019
201900415,nyn,cin,4,5,4/29/2019
201900416,mil,col,5,1,4/29/2019
201900417,min,hou,1,0,4/29/2019
201900418,sfn,lan,3,2,4/29/2019
201900419,bos,oak,9,4,4/29/2019
201900420,atl,sdn,3,1,4/29/2019
201900421,was,sln,3,6,4/29/2019
201900422,kca,tba,5,8,4/29/2019
201900423,sea,chn,5,6,4/30/2019
201900424,nyn,cin,4,3,4/30/2019
201900425,mia,cle,4,7,4/30/2019
201900426,mil,col,4,3,4/30/2019
201900427,phi,det,1,3,4/30/2019
201900428,min,hou,0,11,4/30/2019
201900429,sfn,lan,3,10,4/30/2019
201900430,ari,nya,3,1,4/30/2019
201900431,bos,oak,5,1,4/30/2019
201900432,tex,pit,4,6,4/30/2019
201900433,atl,sdn,3,4,4/30/2019
201900434,was,sln,2,3,4/30/2019
201900435,ana,tor,4,3,4/30/2019
201900436,cha,bal,4,5,5/1/2019
201900437,cha,bal,7,6,5/1/2019
201900438,sea,chn,0,11,5/1/2019
201900439,nyn,cin,0,1,5/1/2019
201900440,mia,cle,4,2,5/1/2019
201900441,mil,col,4,11,5/1/2019
201900442,phi,det,7,3,5/1/2019
201900443,min,hou,6,2,5/1/2019
201900444,sfn,lan,2,1,5/1/2019
201900445,ari,nya,3,2,5/1/2019
201900446,bos,oak,7,3,5/1/2019
201900447,tex,pit,5,7,5/1/2019
201900448,atl,sdn,5,1,5/1/2019
201900449,was,sln,1,5,5/1/2019
201900450,kca,tba,3,2,5/1/2019
201900451,kca,tba,8,2,5/1/2019
201900452,ana,tor,6,3,5/1/2019
201900453,cha,bos,6,4,5/2/2019
201900454,nyn,cin,1,0,5/2/2019
201900455,mil,col,6,11,5/2/2019
201900456,min,hou,8,2,5/2/2019
201900457,atl,sdn,2,11,5/2/2019
201900458,was,sln,2,1,5/2/2019
201900459,kca,tba,1,3,5/2/2019
201900460,ana,tor,6,2,5/2/2019
201900461,col,ari,9,10,5/3/2019
201900462,mia,atl,2,7,5/3/2019
